216,223,391,224,213,116,394,117
216,223,391,224,213,116,394,117
215,223,392,224,212,116,394,117
215,224,392,225,212,115,395,117
214,224,393,226,211,115,395,116
214,225,393,226,210,115,396,116
214,225,393,226,210,115,396,116
212,226,394,227,208,115,397,116
211,226,395,228,208,114,398,116
211,227,395,228,208,114,398,115
210,227,396,228,207,115,398,115
210,228,396,229,206,114,399,115
209,228,397,230,206,114,400,115
209,229,397,230,205,114,400,115
207,230,398,231,204,114,401,115
207,230,398,232,203,114,401,115
206,231,398,233,202,114,401,115
205,232,399,233,201,113,402,115
204,233,399,234,200,113,402,115
203,233,399,235,199,114,402,115
202,234,400,236,198,114,403,115
201,235,400,237,198,114,404,115
201,236,401,238,197,114,404,115
200,237,402,238,196,114,405,115
200,238,403,239,195,114,406,115
199,239,403,240,194,115,406,115
198,239,403,241,194,114,406,115
197,240,404,242,193,115,407,116
196,241,404,243,192,115,408,116
196,243,405,244,191,115,408,116
195,244,404,246,190,115,409,117
194,244,405,246,189,116,409,117
193,245,405,247,189,115,409,117
192,246,406,248,188,116,409,117
191,248,406,249,186,116,410,117
190,249,407,250,184,117,411,118
189,249,407,251,184,116,411,118
188,251,408,252,183,117,411,118
186,251,409,253,182,117,412,118
186,253,409,255,181,117,413,118
185,254,410,256,180,117,413,118
184,255,411,257,179,117,414,118
183,256,411,258,178,117,415,118
182,257,412,259,177,117,416,119
182,258,412,260,176,117,417,119
180,259,414,261,175,117,418,119
180,260,414,262,174,117,418,119
179,261,415,263,173,117,419,119
178,262,416,264,172,117,420,119
178,263,416,265,172,117,420,119
177,265,417,267,170,118,421,119
177,265,417,267,170,118,421,119
174,266,418,269,168,118,423,119
174,267,419,269,168,118,424,120
172,268,420,271,166,119,425,120
172,270,421,272,165,118,425,120
170,271,421,274,164,118,426,120
169,272,422,275,163,118,427,120
167,274,424,277,161,119,429,120
167,275,424,278,160,119,428,120
