208,230,381,229,204,124,383,125
208,230,381,229,204,124,383,125
207,231,381,230,203,125,383,125
206,231,381,231,203,125,383,125
205,232,381,232,202,125,383,125
205,233,382,232,202,125,383,126
205,234,382,233,201,125,384,126
204,235,382,234,200,126,384,126
203,235,382,235,200,126,384,126
203,236,383,235,199,126,384,127
202,237,383,236,198,126,385,127
202,238,383,237,197,127,385,127
200,238,383,238,196,127,385,127
200,239,383,238,196,127,385,127
199,240,383,239,195,127,385,128
198,241,383,240,194,127,385,128
196,241,383,241,193,127,385,128
197,242,384,241,192,127,385,128
196,242,384,241,192,127,386,128
195,243,384,242,190,127,386,128
194,243,384,243,189,128,386,128
194,244,384,243,189,127,386,128
192,244,384,244,188,127,387,128
192,245,385,244,188,127,387,128
191,246,385,245,186,128,387,128
190,247,385,246,185,128,387,128
190,248,385,247,184,128,387,128
188,248,386,248,183,128,387,128
188,249,386,248,183,128,388,129
187,250,386,249,182,128,388,129
186,250,386,250,182,128,389,129
185,251,387,250,181,128,389,129
185,252,387,251,180,128,390,129
184,252,388,251,180,128,390,129
184,253,388,252,178,129,391,129
183,253,389,252,178,128,391,128
183,254,389,253,178,128,391,128
181,255,390,254,176,128,391,128
180,256,390,255,175,128,393,129
180,256,390,256,175,128,393,129
179,257,391,256,174,127,393,128
178,257,391,257,173,128,393,128
177,258,392,258,172,127,395,128
177,259,392,258,171,127,395,128
176,260,393,259,170,127,395,128
176,260,393,259,170,127,395,128
174,261,394,261,168,128,396,128
174,262,394,261,168,127,397,128
172,263,394,262,167,127,397,128
172,263,395,263,166,128,397,128
171,264,395,264,165,127,398,128
170,266,396,265,164,128,398,128
169,266,396,265,163,128,399,129
169,267,396,266,163,128,399,128
168,268,397,267,161,128,400,129
167,268,397,268,161,128,400,129
166,269,398,269,160,128,401,129
165,271,399,270,158,128,402,129
164,271,399,270,158,128,402,129
162,272,399,272,156,128,402,129
