208,338,442,345,214,119,435,107
208,339,443,346,215,120,436,108
208,340,444,347,216,120,437,108
208,340,445,349,216,120,438,109
209,341,446,350,217,120,439,109
209,342,447,351,217,120,441,110
209,343,448,353,218,120,442,110
209,344,449,354,218,121,443,111
209,344,450,355,219,121,444,111
209,345,451,357,220,121,446,112
210,346,452,358,220,121,447,112
210,347,453,359,221,121,448,113
210,348,454,361,221,122,449,113
210,349,455,362,222,122,451,114
210,349,456,363,223,122,452,114
210,350,457,365,223,122,453,115
211,351,459,366,224,122,455,115
211,352,460,367,224,122,456,116
211,353,461,369,225,123,457,116
211,354,462,370,226,123,458,117
211,354,463,372,226,123,460,117
211,355,464,373,227,123,461,118
211,356,465,375,228,123,462,118
212,357,466,376,228,124,464,119
212,358,467,378,229,124,465,119
212,359,468,379,229,124,466,120
212,360,470,381,230,124,468,120
212,361,471,382,231,124,469,121
212,362,472,384,231,125,471,121
212,362,473,385,232,125,472,122
213,363,474,387,232,125,473,123
213,364,475,388,233,125,475,123
213,365,477,390,234,125,476,124
213,366,478,391,234,126,478,124
213,367,479,393,235,126,479,125
213,368,480,395,236,126,480,125
214,369,481,396,236,126,482,126
214,370,483,398,237,126,483,127
214,371,484,400,238,127,485,127
214,372,485,401,238,127,486,128
214,373,486,403,239,127,488,128
214,374,488,405,240,127,489,129
214,375,489,406,240,127,491,130
215,376,490,408,241,128,492,130
215,377,492,410,242,128,494,131
215,378,493,412,242,128,495,131
215,379,494,413,243,128,497,132
215,380,495,415,244,129,498,133
215,381,497,417,244,129,500,133
215,382,498,419,245,129,501,134
216,383,499,421,246,129,503,135
216,384,501,422,246,129,504,135
216,385,502,424,247,130,506,136
216,386,504,426,248,130,507,136
216,387,505,428,248,130,509,137
216,389,506,430,249,130,511,138
216,390,508,432,250,131,512,138
217,391,509,434,250,131,514,139
217,392,511,436,251,131,515,140
217,393,512,438,252,131,517,140
217,394,514,440,252,132,519,141
217,395,515,442,253,132,520,142
217,397,517,444,254,132,522,143
217,398,518,446,255,132,524,143
218,399,520,448,255,133,525,144
218,400,521,450,256,133,527,145
218,401,523,452,257,133,529,145
218,402,524,454,257,133,530,146
218,404,526,457,258,134,532,147
218,405,527,459,259,134,534,147
218,406,529,461,260,134,536,148
219,407,531,463,260,134,537,149
219,409,532,465,261,135,539,150
219,410,534,468,262,135,541,150
219,411,536,470,263,135,543,151
219,412,537,472,263,135,545,152
219,414,539,475,264,136,546,153
219,415,541,477,265,136,548,153
220,416,542,479,266,136,550,154
220,418,544,482,266,136,552,155
220,419,546,484,267,137,554,156
220,420,548,487,268,137,556,157
220,422,549,489,269,137,558,157
220,423,551,492,269,138,560,158
220,424,553,494,270,138,561,159
220,426,555,497,271,138,563,160
221,427,557,500,272,138,565,161
221,429,559,502,273,139,567,162
221,430,561,505,273,139,569,162
221,431,562,508,274,139,571,163
