214,329,435,341,208,110,442,103
216,329,437,341,209,110,444,102
217,329,439,342,210,109,446,102
218,329,441,342,211,109,448,101
220,329,443,342,212,109,450,100
221,330,445,343,213,109,452,100
222,330,447,343,215,109,454,99
224,330,449,344,216,108,456,98
225,330,451,344,217,108,458,97
226,331,453,344,218,108,460,97
228,331,455,345,219,108,462,96
229,331,457,345,220,107,465,95
230,331,460,346,221,107,467,94
232,332,462,346,222,107,469,94
233,332,464,346,223,107,471,93
234,332,466,347,224,106,473,92
236,333,468,347,225,106,475,91
237,333,471,348,227,106,478,90
238,333,473,348,228,106,480,89
240,333,475,349,229,105,482,89
241,334,477,349,230,105,484,88
243,334,480,350,231,105,487,87
244,334,482,350,232,105,489,86
245,334,484,351,233,104,491,85
247,335,487,351,234,104,494,84
248,335,489,352,235,104,496,83
249,335,491,352,237,103,498,82
251,336,494,353,238,103,501,81
252,336,496,353,239,103,503,81
253,336,499,354,240,103,506,80
255,336,501,354,241,102,508,79
256,337,504,355,242,102,511,78
258,337,506,356,243,102,513,77
259,337,509,356,244,101,516,76
260,338,511,357,245,101,519,75
262,338,514,357,247,101,521,74
263,338,517,358,248,100,524,72
265,339,519,359,249,100,527,71
266,339,522,359,250,100,529,70
267,339,525,360,251,99,532,69
269,339,527,360,252,99,535,68
270,340,530,361,253,99,538,67
272,340,533,362,255,98,541,66
273,340,536,362,256,98,543,65
274,341,538,363,257,98,546,64
276,341,541,364,258,97,549,62
277,341,544,365,259,97,552,61
279,342,547,365,260,97,555,60
280,342,550,366,261,96,558,59
281,342,553,367,263,96,561,57
283,343,556,367,264,96,565,56
284,343,559,368,265,95,568,55
286,344,562,369,266,95,571,53
287,344,565,370,267,94,574,52
289,344,568,371,268,94,577,51
290,345,571,371,270,94,581,49
292,345,575,372,271,93,584,48
293,345,578,373,272,93,588,46
295,346,581,374,273,92,591,45
296,346,584,375,274,92,595,44
297,347,588,376,276,92,598,42
299,347,591,376,277,91,602,41
300,347,595,377,278,91,605,39
302,348,598,378,279,90,609,37
303,348,601,379,280,90,613,36
305,349,605,380,282,89,617,34
306,349,609,381,283,89,621,32
308,349,612,382,284,88,625,31
309,350,616,383,285,88,629,29
311,350,620,384,286,88,633,27
313,351,623,385,288,87,637,25
314,351,627,386,289,87,641,24
316,351,631,387,290,86,645,22
317,352,635,388,291,86,650,20
319,352,639,390,293,85,654,18
320,353,643,391,294,85,658,16
322,353,647,392,295,84,663,14
323,354,651,393,296,84,668,12
325,354,656,394,298,83,672,10
327,355,660,395,299,83,677,8
328,355,664,397,300,82,682,6
330,356,669,398,302,82,687,3
331,356,673,399,303,81,692,1
333,357,678,401,304,81,697,-1
335,357,682,402,305,80,703,-4
336,358,687,403,307,79,708,-6
338,358,692,405,308,79,713,-8
339,359,696,406,309,78,719,-11
341,359,701,408,311,78,725,-13
343,360,706,409,312,77,730,-16
