213,333,439,345,213,115,439,103
214,332,441,344,214,114,440,102
215,332,442,343,214,113,442,100
217,331,444,342,215,112,443,98
218,331,446,342,215,111,445,97
219,330,447,341,216,110,447,95
220,329,449,340,217,109,448,94
221,329,451,339,217,108,450,92
222,328,453,338,218,107,451,90
224,328,454,338,218,106,453,89
225,327,456,337,219,105,455,87
226,327,458,336,220,104,456,85
227,326,460,335,220,102,458,83
228,325,462,334,221,101,459,82
230,325,463,334,221,100,461,80
231,324,465,333,222,99,463,78
232,324,467,332,223,98,464,76
233,323,469,331,223,97,466,74
235,323,471,330,224,96,468,73
236,322,472,330,224,95,470,71
237,322,474,329,225,93,471,69
238,321,476,328,226,92,473,67
239,320,478,327,226,91,475,65
241,320,480,326,227,90,477,63
242,319,482,326,228,89,479,61
243,319,484,325,228,88,480,59
244,318,486,324,229,86,482,57
245,317,488,323,229,85,484,55
247,317,489,322,230,84,486,53
248,316,491,321,231,83,488,51
249,316,493,321,231,82,490,49
250,315,495,320,232,80,492,47
251,315,497,319,232,79,494,45
253,314,499,318,233,78,496,43
254,313,501,317,234,77,498,41
255,313,503,316,234,75,500,39
256,312,505,316,235,74,502,37
257,312,507,315,236,73,504,35
259,311,509,314,236,72,506,32
260,310,511,313,237,70,508,30
261,310,513,312,237,69,510,28
262,309,515,311,238,68,512,26
264,309,518,310,239,66,514,23
265,308,520,310,239,65,517,21
266,307,522,309,240,64,519,19
267,307,524,308,240,62,521,16
269,306,526,307,241,61,523,14
270,306,528,306,242,60,526,11
271,305,530,305,242,58,528,9
272,304,533,304,243,57,530,6
273,304,535,303,244,56,533,4
275,303,537,303,244,54,535,1
276,303,539,302,245,53,538,-1
277,302,541,301,246,51,540,-4
278,301,544,300,246,50,542,-6
280,301,546,299,247,48,545,-9
281,300,548,298,247,47,548,-12
282,299,550,297,248,46,550,-15
283,299,553,296,249,44,553,-17
285,298,555,295,249,43,555,-20
286,298,557,294,250,41,558,-23
287,297,560,293,251,40,561,-26
289,296,562,293,251,38,564,-29
290,296,565,292,252,37,566,-32
291,295,567,291,253,35,569,-35
292,294,570,290,253,33,572,-38
294,294,572,289,254,32,575,-41
295,293,574,288,254,30,578,-44
296,293,577,287,255,29,581,-47
297,292,580,286,256,27,584,-50
299,291,582,285,256,25,587,-54
300,291,585,284,257,24,590,-57
301,290,587,283,258,22,593,-60
303,289,590,282,258,20,597,-64
304,289,592,281,259,19,600,-67
305,288,595,280,260,17,603,-71
307,287,598,279,260,15,607,-74
308,287,600,278,261,14,610,-78
309,286,603,277,262,12,613,-82
310,285,606,276,262,10,617,-85
312,285,609,275,263,8,621,-89
313,284,611,274,264,7,624,-93
314,283,614,273,264,5,628,-97
316,283,617,272,265,3,632,-101
317,282,620,271,266,1,636,-105
318,281,623,270,267,-1,639,-109
320,281,626,269,267,-3,643,-113
321,280,629,268,268,-4,648,-117
322,279,632,267,269,-6,652,-122
324,279,635,266,269,-8,656,-126
