139,232,320,223,134,117,320,118
138,233,320,224,132,118,320,118
138,233,320,224,132,118,320,118
136,234,321,225,130,117,321,118
136,235,320,226,130,117,321,118
135,235,321,226,129,117,322,118
134,236,322,227,128,117,322,118
134,236,322,227,128,116,323,118
133,237,322,228,127,116,323,118
132,238,323,228,126,116,323,118
130,239,323,229,125,116,323,118
129,239,323,230,123,117,324,118
129,240,323,230,123,116,324,118
127,242,324,231,121,116,324,118
126,242,323,232,120,116,324,118
125,243,323,233,119,116,324,117
124,244,324,233,118,116,325,118
124,244,325,233,117,116,325,117
122,246,325,235,115,116,325,117
121,246,324,236,115,116,326,118
120,248,325,236,113,116,326,118
119,248,326,236,113,116,326,117
118,249,326,238,111,117,326,117
116,250,326,239,109,116,327,118
116,251,327,239,108,117,327,118
114,252,327,240,107,116,328,118
114,253,327,241,106,117,328,118
112,255,328,242,104,117,329,119
111,256,328,243,103,117,329,118
109,257,329,244,101,118,329,118
108,258,329,245,100,117,330,118
107,258,329,246,99,117,330,118
106,260,330,246,98,117,330,118
105,261,330,247,96,117,331,118
103,262,330,248,94,117,331,118
102,263,331,249,93,117,331,118
102,263,331,249,93,117,331,118
100,265,331,251,90,117,332,118
98,266,331,252,89,116,333,119
97,266,332,252,88,116,333,118
96,268,332,253,86,116,333,118
95,268,332,253,85,116,333,117
93,269,333,254,84,116,334,118
92,270,333,255,83,116,334,117
91,271,333,256,81,116,334,117
89,273,334,257,79,116,335,118
87,274,334,258,77,116,334,117
87,274,334,258,77,116,334,117
84,276,334,260,73,117,335,118
84,276,334,260,73,117,335,118
83,277,335,260,72,117,335,118
81,279,335,262,70,117,336,118
80,280,335,263,69,117,336,118
78,283,335,265,66,117,336,118
77,283,336,265,65,117,336,118
74,285,336,267,63,117,337,119
74,286,336,267,61,117,337,119
71,287,336,269,59,117,337,119
70,288,337,269,58,117,337,119
68,290,337,271,55,117,338,119
